company_code,company_name,fiscal_year,fiscal_period,pl_section,account_group,account_group_name,amount_group_currency,line_count,manual_line_count
NS10,NovaSpace España S.A.,2023,13,OTHER,OTH,Other operating,82983.03,111,111
NS10,NovaSpace España S.A.,2023,14,COST_OF_SALES,MAT,Material,129927.97,47,47
NS10,NovaSpace España S.A.,2023,14,COST_OF_SALES,PER,Personnel,140623.17,88,88
NS10,NovaSpace España S.A.,2023,14,COST_OF_SALES,SUB,Subcontracting,895943.41,115,115
NS10,NovaSpace España S.A.,2023,14,OPERATING_EXPENSES,OVH,Overhead,79095.49,109,109
NS10,NovaSpace España S.A.,2023,14,OTHER,OTH,Other operating,73788.43,112,112
NS10,NovaSpace España S.A.,2024,1,COST_OF_SALES,MAT,Material,5667082.01,1931,97
NS10,NovaSpace España S.A.,2024,1,COST_OF_SALES,PER,Personnel,650998.17,489,164
NS10,NovaSpace España S.A.,2024,1,COST_OF_SALES,SUB,Subcontracting,9237484.65,1350,185
NS10,NovaSpace España S.A.,2024,1,OPERATING_EXPENSES,DEP,Depreciation,549874.92,269,0
NS10,NovaSpace España S.A.,2024,1,OPERATING_EXPENSES,OVH,Overhead,854442.12,1178,185
NS10,NovaSpace España S.A.,2024,1,OTHER,OTH,Other operating,59051.95,173,173
NS10,NovaSpace España S.A.,2024,1,REVENUE,REV,Revenue,-19755185.13,741,0
NS10,NovaSpace España S.A.,2024,2,COST_OF_SALES,MAT,Material,5580002.5,1809,111
NS10,NovaSpace España S.A.,2024,2,COST_OF_SALES,PER,Personnel,574417.0,431,151
NS10,NovaSpace España S.A.,2024,2,COST_OF_SALES,SUB,Subcontracting,8787990.02,1276,159
NS10,NovaSpace España S.A.,2024,2,OPERATING_EXPENSES,DEP,Depreciation,520144.93,251,0
NS10,NovaSpace España S.A.,2024,2,OPERATING_EXPENSES,OVH,Overhead,811272.7,1108,170
NS10,NovaSpace España S.A.,2024,2,OTHER,OTH,Other operating,52717.64,176,176
NS10,NovaSpace España S.A.,2024,2,REVENUE,REV,Revenue,-18007255.66,722,0
NS10,NovaSpace España S.A.,2024,3,COST_OF_SALES,MAT,Material,5616831.25,1901,111
NS10,NovaSpace España S.A.,2024,3,COST_OF_SALES,PER,Personnel,644103.2,496,195
NS10,NovaSpace España S.A.,2024,3,COST_OF_SALES,SUB,Subcontracting,9005129.6,1268,182
NS10,NovaSpace España S.A.,2024,3,OPERATING_EXPENSES,DEP,Depreciation,549393.36,271,0
NS10,NovaSpace España S.A.,2024,3,OPERATING_EXPENSES,OVH,Overhead,914865.87,1220,202
NS10,NovaSpace España S.A.,2024,3,OTHER,OTH,Other operating,70834.32,170,170
NS10,NovaSpace España S.A.,2024,3,REVENUE,REV,Revenue,-17021579.06,672,0
NS10,NovaSpace España S.A.,2024,4,COST_OF_SALES,MAT,Material,5987104.09,2036,85
NS10,NovaSpace España S.A.,2024,4,COST_OF_SALES,PER,Personnel,786480.16,590,198
NS10,NovaSpace España S.A.,2024,4,COST_OF_SALES,SUB,Subcontracting,8979316.51,1352,198
NS10,NovaSpace España S.A.,2024,4,OPERATING_EXPENSES,DEP,Depreciation,713974.87,334,0
NS10,NovaSpace España S.A.,2024,4,OPERATING_EXPENSES,OVH,Overhead,896515.37,1250,166
NS10,NovaSpace España S.A.,2024,4,OTHER,OTH,Other operating,64142.77,151,151
NS10,NovaSpace España S.A.,2024,4,REVENUE,REV,Revenue,-20923540.79,835,0
NS10,NovaSpace España S.A.,2024,5,COST_OF_SALES,MAT,Material,6066103.32,2057,110
NS10,NovaSpace España S.A.,2024,5,COST_OF_SALES,PER,Personnel,811442.56,575,192
NS10,NovaSpace España S.A.,2024,5,COST_OF_SALES,SUB,Subcontracting,10203909.7,1451,210
NS10,NovaSpace España S.A.,2024,5,OPERATING_EXPENSES,DEP,Depreciation,702510.25,351,0
NS10,NovaSpace España S.A.,2024,5,OPERATING_EXPENSES,OVH,Overhead,857428.09,1216,201
NS10,NovaSpace España S.A.,2024,5,OTHER,OTH,Other operating,74905.28,188,188
NS10,NovaSpace España S.A.,2024,5,REVENUE,REV,Revenue,-20883633.51,816,0
NS10,NovaSpace España S.A.,2024,6,COST_OF_SALES,MAT,Material,5700316.66,1894,93
NS10,NovaSpace España S.A.,2024,6,COST_OF_SALES,PER,Personnel,640497.94,532,202
NS10,NovaSpace España S.A.,2024,6,COST_OF_SALES,SUB,Subcontracting,9301400.52,1354,186
NS10,NovaSpace España S.A.,2024,6,OPERATING_EXPENSES,DEP,Depreciation,497884.28,239,0
NS10,NovaSpace España S.A.,2024,6,OPERATING_EXPENSES,OVH,Overhead,783355.19,1099,179
NS10,NovaSpace España S.A.,2024,6,OTHER,OTH,Other operating,74229.09,190,190
NS10,NovaSpace España S.A.,2024,6,REVENUE,REV,Revenue,-17003100.98,719,0
NS10,NovaSpace España S.A.,2024,7,COST_OF_SALES,MAT,Material,5704301.79,1933,96
NS10,NovaSpace España S.A.,2024,7,COST_OF_SALES,PER,Personnel,688638.6,523,182
NS10,NovaSpace España S.A.,2024,7,COST_OF_SALES,SUB,Subcontracting,9485975.71,1335,188
NS10,NovaSpace España S.A.,2024,7,OPERATING_EXPENSES,DEP,Depreciation,608853.32,306,0
NS10,NovaSpace España S.A.,2024,7,OPERATING_EXPENSES,OVH,Overhead,877144.13,1193,174
NS10,NovaSpace España S.A.,2024,7,OTHER,OTH,Other operating,58732.52,158,158
NS10,NovaSpace España S.A.,2024,7,REVENUE,REV,Revenue,-19074718.35,760,0
NS10,NovaSpace España S.A.,2024,8,COST_OF_SALES,MAT,Material,6207942.08,2044,99
NS10,NovaSpace España S.A.,2024,8,COST_OF_SALES,PER,Personnel,707658.31,564,202
NS10,NovaSpace España S.A.,2024,8,COST_OF_SALES,SUB,Subcontracting,9785188.7,1405,171
NS10,NovaSpace España S.A.,2024,8,OPERATING_EXPENSES,DEP,Depreciation,478872.41,242,0
NS10,NovaSpace España S.A.,2024,8,OPERATING_EXPENSES,OVH,Overhead,913502.42,1232,190
NS10,NovaSpace España S.A.,2024,8,OTHER,OTH,Other operating,93141.94,187,187
NS10,NovaSpace España S.A.,2024,8,REVENUE,REV,Revenue,-21391223.28,804,0
NS10,NovaSpace España S.A.,2024,9,COST_OF_SALES,MAT,Material,5577049.09,1898,79
NS10,NovaSpace España S.A.,2024,9,COST_OF_SALES,PER,Personnel,688694.19,530,163
NS10,NovaSpace España S.A.,2024,9,COST_OF_SALES,SUB,Subcontracting,8759090.01,1277,172
NS10,NovaSpace España S.A.,2024,9,OPERATING_EXPENSES,DEP,Depreciation,700337.24,341,0
NS10,NovaSpace España S.A.,2024,9,OPERATING_EXPENSES,OVH,Overhead,735478.74,1054,161
NS10,NovaSpace España S.A.,2024,9,OTHER,OTH,Other operating,64093.63,202,202
NS10,NovaSpace España S.A.,2024,9,REVENUE,REV,Revenue,-16978849.7,646,0
NS10,NovaSpace España S.A.,2024,10,COST_OF_SALES,MAT,Material,5414072.75,1785,99
NS10,NovaSpace España S.A.,2024,10,COST_OF_SALES,PER,Personnel,738167.13,520,164
NS10,NovaSpace España S.A.,2024,10,COST_OF_SALES,SUB,Subcontracting,9511039.99,1364,187
NS10,NovaSpace España S.A.,2024,10,OPERATING_EXPENSES,DEP,Depreciation,614072.24,304,0
NS10,NovaSpace España S.A.,2024,10,OPERATING_EXPENSES,OVH,Overhead,870111.4,1154,171
NS10,NovaSpace España S.A.,2024,10,OTHER,OTH,Other operating,61803.51,178,178
NS10,NovaSpace España S.A.,2024,10,REVENUE,REV,Revenue,-17694756.68,727,0
NS10,NovaSpace España S.A.,2024,11,COST_OF_SALES,MAT,Material,6123705.97,2015,113
NS10,NovaSpace España S.A.,2024,11,COST_OF_SALES,PER,Personnel,747127.35,531,165
NS10,NovaSpace España S.A.,2024,11,COST_OF_SALES,SUB,Subcontracting,9742919.9,1357,179
NS10,NovaSpace España S.A.,2024,11,OPERATING_EXPENSES,DEP,Depreciation,629703.08,310,0
NS10,NovaSpace España S.A.,2024,11,OPERATING_EXPENSES,OVH,Overhead,812583.19,1131,159
NS10,NovaSpace España S.A.,2024,11,OTHER,OTH,Other operating,81007.11,184,184
NS10,NovaSpace España S.A.,2024,11,REVENUE,REV,Revenue,-20758456.01,831,0
NS10,NovaSpace España S.A.,2024,12,COST_OF_SALES,MAT,Material,5287068.45,1798,93
NS10,NovaSpace España S.A.,2024,12,COST_OF_SALES,PER,Personnel,684679.59,497,178
NS10,NovaSpace España S.A.,2024,12,COST_OF_SALES,SUB,Subcontracting,8986287.46,1263,168
NS10,NovaSpace España S.A.,2024,12,OPERATING_EXPENSES,DEP,Depreciation,506757.29,256,0
NS10,NovaSpace España S.A.,2024,12,OPERATING_EXPENSES,OVH,Overhead,820966.02,1127,183
NS10,NovaSpace España S.A.,2024,12,OTHER,OTH,Other operating,53114.18,156,156
NS10,NovaSpace España S.A.,2024,12,REVENUE,REV,Revenue,-18186384.79,775,0
NS10,NovaSpace España S.A.,2024,13,COST_OF_SALES,MAT,Material,143053.82,49,49
NS10,NovaSpace España S.A.,2024,13,COST_OF_SALES,PER,Personnel,168523.0,119,119
NS10,NovaSpace España S.A.,2024,13,COST_OF_SALES,SUB,Subcontracting,863239.62,128,128
NS10,NovaSpace España S.A.,2024,13,OPERATING_EXPENSES,OVH,Overhead,90939.38,112,112
NS10,NovaSpace España S.A.,2024,13,OTHER,OTH,Other operating,82377.13,124,124
NS10,NovaSpace España S.A.,2024,14,COST_OF_SALES,MAT,Material,133214.69,46,46
NS10,NovaSpace España S.A.,2024,14,COST_OF_SALES,PER,Personnel,165516.0,104,104
NS10,NovaSpace España S.A.,2024,14,COST_OF_SALES,SUB,Subcontracting,900676.46,119,119
NS10,NovaSpace España S.A.,2024,14,OPERATING_EXPENSES,OVH,Overhead,100576.02,135,135
NS10,NovaSpace España S.A.,2024,14,OTHER,OTH,Other operating,74389.1,113,113
NS10,NovaSpace España S.A.,2025,1,COST_OF_SALES,MAT,Material,6374824.49,2139,95
NS10,NovaSpace España S.A.,2025,1,COST_OF_SALES,PER,Personnel,777882.49,589,199
NS10,NovaSpace España S.A.,2025,1,COST_OF_SALES,SUB,Subcontracting,10712642.19,1480,186
NS10,NovaSpace España S.A.,2025,1,OPERATING_EXPENSES,DEP,Depreciation,699710.63,350,0
NS10,NovaSpace España S.A.,2025,1,OPERATING_EXPENSES,OVH,Overhead,988394.97,1325,203
NS10,NovaSpace España S.A.,2025,1,OTHER,OTH,Other operating,72341.65,188,188
NS10,NovaSpace España S.A.,2025,1,REVENUE,REV,Revenue,-19590562.59,780,0
NS10,NovaSpace España S.A.,2025,2,COST_OF_SALES,MAT,Material,6674979.72,2252,133
NS10,NovaSpace España S.A.,2025,2,COST_OF_SALES,PER,Personnel,802332.0,577,203
NS10,NovaSpace España S.A.,2025,2,COST_OF_SALES,SUB,Subcontracting,11205604.13,1567,216
NS10,NovaSpace España S.A.,2025,2,OPERATING_EXPENSES,DEP,Depreciation,621872.16,305,0
NS10,NovaSpace España S.A.,2025,2,OPERATING_EXPENSES,OVH,Overhead,988631.2,1311,218
NS10,NovaSpace España S.A.,2025,2,OTHER,OTH,Other operating,91121.43,215,215
NS10,NovaSpace España S.A.,2025,2,REVENUE,REV,Revenue,-21672266.16,849,0
NS10,NovaSpace España S.A.,2025,3,COST_OF_SALES,MAT,Material,6611207.92,2208,121
NS10,NovaSpace España S.A.,2025,3,COST_OF_SALES,PER,Personnel,750564.43,562,206
NS10,NovaSpace España S.A.,2025,3,COST_OF_SALES,SUB,Subcontracting,9732476.5,1490,210
NS10,NovaSpace España S.A.,2025,3,OPERATING_EXPENSES,DEP,Depreciation,616285.28,301,0
NS10,NovaSpace España S.A.,2025,3,OPERATING_EXPENSES,OVH,Overhead,926862.26,1326,193
NS10,NovaSpace España S.A.,2025,3,OTHER,OTH,Other operating,70182.1,184,184
NS10,NovaSpace España S.A.,2025,3,REVENUE,REV,Revenue,-20951779.83,818,0
NS10,NovaSpace España S.A.,2025,4,COST_OF_SALES,MAT,Material,6573247.12,2228,104
NS10,NovaSpace España S.A.,2025,4,COST_OF_SALES,PER,Personnel,792398.76,605,220
NS10,NovaSpace España S.A.,2025,4,COST_OF_SALES,SUB,Subcontracting,11029819.6,1520,191
NS10,NovaSpace España S.A.,2025,4,OPERATING_EXPENSES,DEP,Depreciation,734843.4,355,0
NS10,NovaSpace España S.A.,2025,4,OPERATING_EXPENSES,OVH,Overhead,985456.05,1310,200
NS10,NovaSpace España S.A.,2025,4,OTHER,OTH,Other operating,99654.63,232,232
NS10,NovaSpace España S.A.,2025,4,REVENUE,REV,Revenue,-21672016.07,829,0
NS10,NovaSpace España S.A.,2025,5,COST_OF_SALES,MAT,Material,5979124.58,2047,93
NS10,NovaSpace España S.A.,2025,5,COST_OF_SALES,PER,Personnel,656614.28,483,154
NS10,NovaSpace España S.A.,2025,5,COST_OF_SALES,SUB,Subcontracting,9871616.41,1378,189
NS10,NovaSpace España S.A.,2025,5,OPERATING_EXPENSES,DEP,Depreciation,624538.0,314,0
NS10,NovaSpace España S.A.,2025,5,OPERATING_EXPENSES,OVH,Overhead,923922.55,1240,160
NS10,NovaSpace España S.A.,2025,5,OTHER,OTH,Other operating,74478.85,220,220
NS10,NovaSpace España S.A.,2025,5,REVENUE,REV,Revenue,-19048945.06,754,0
NS10,NovaSpace España S.A.,2025,6,COST_OF_SALES,MAT,Material,6109516.09,2056,113
NS10,NovaSpace España S.A.,2025,6,COST_OF_SALES,PER,Personnel,768080.85,571,176
NS10,NovaSpace España S.A.,2025,6,COST_OF_SALES,SUB,Subcontracting,9378519.97,1391,187
NS10,NovaSpace España S.A.,2025,6,OPERATING_EXPENSES,DEP,Depreciation,623175.1,290,0
NS10,NovaSpace España S.A.,2025,6,OPERATING_EXPENSES,OVH,Overhead,800426.59,1122,156
NS10,NovaSpace España S.A.,2025,6,OTHER,OTH,Other operating,67016.48,182,182
NS10,NovaSpace España S.A.,2025,6,REVENUE,REV,Revenue,-17978032.3,764,0
NS10,NovaSpace España S.A.,2025,7,COST_OF_SALES,MAT,Material,5868429.76,2013,97
NS10,NovaSpace España S.A.,2025,7,COST_OF_SALES,PER,Personnel,785898.21,550,179
NS10,NovaSpace España S.A.,2025,7,COST_OF_SALES,SUB,Subcontracting,10784512.71,1497,182
NS10,NovaSpace España S.A.,2025,7,OPERATING_EXPENSES,DEP,Depreciation,677347.25,321,0
NS10,NovaSpace España S.A.,2025,7,OPERATING_EXPENSES,OVH,Overhead,888349.47,1174,183
NS10,NovaSpace España S.A.,2025,7,OTHER,OTH,Other operating,100604.23,219,219
NS10,NovaSpace España S.A.,2025,7,REVENUE,REV,Revenue,-16603076.43,682,0
NS10,NovaSpace España S.A.,2025,8,COST_OF_SALES,MAT,Material,6654288.32,2204,115
NS10,NovaSpace España S.A.,2025,8,COST_OF_SALES,PER,Personnel,890993.35,648,214
NS10,NovaSpace España S.A.,2025,8,COST_OF_SALES,SUB,Subcontracting,11541678.55,1663,217
NS10,NovaSpace España S.A.,2025,8,OPERATING_EXPENSES,DEP,Depreciation,633636.13,309,0
NS10,NovaSpace España S.A.,2025,8,OPERATING_EXPENSES,OVH,Overhead,1060991.9,1474,223
NS10,NovaSpace España S.A.,2025,8,OTHER,OTH,Other operating,77328.59,236,236
NS10,NovaSpace España S.A.,2025,8,REVENUE,REV,Revenue,-21558122.93,899,0
NS10,NovaSpace España S.A.,2025,9,COST_OF_SALES,MAT,Material,6330385.17,2115,99
NS10,NovaSpace España S.A.,2025,9,COST_OF_SALES,PER,Personnel,808832.31,621,222
NS10,NovaSpace España S.A.,2025,9,COST_OF_SALES,SUB,Subcontracting,9938083.39,1439,203
NS10,NovaSpace España S.A.,2025,9,OPERATING_EXPENSES,DEP,Depreciation,614463.47,298,0
NS10,NovaSpace España S.A.,2025,9,OPERATING_EXPENSES,OVH,Overhead,955895.9,1269,188
NS10,NovaSpace España S.A.,2025,9,OTHER,OTH,Other operating,62833.13,210,210
NS10,NovaSpace España S.A.,2025,9,REVENUE,REV,Revenue,-18834319.13,766,0
NS10,NovaSpace España S.A.,2025,10,COST_OF_SALES,MAT,Material,5834760.76,1887,105
NS10,NovaSpace España S.A.,2025,10,COST_OF_SALES,PER,Personnel,616356.15,486,183
NS10,NovaSpace España S.A.,2025,10,COST_OF_SALES,SUB,Subcontracting,9044251.95,1313,181
NS10,NovaSpace España S.A.,2025,10,OPERATING_EXPENSES,DEP,Depreciation,486964.21,240,0
NS10,NovaSpace España S.A.,2025,10,OPERATING_EXPENSES,OVH,Overhead,871001.17,1225,217
NS10,NovaSpace España S.A.,2025,10,OTHER,OTH,Other operating,47877.69,182,182
NS10,NovaSpace España S.A.,2025,10,REVENUE,REV,Revenue,-19686273.32,833,0
NS10,NovaSpace España S.A.,2025,11,COST_OF_SALES,MAT,Material,6076653.32,2003,87
NS10,NovaSpace España S.A.,2025,11,COST_OF_SALES,PER,Personnel,788469.07,576,174
NS10,NovaSpace España S.A.,2025,11,COST_OF_SALES,SUB,Subcontracting,10183843.71,1425,175
NS10,NovaSpace España S.A.,2025,11,OPERATING_EXPENSES,DEP,Depreciation,563652.08,269,0
NS10,NovaSpace España S.A.,2025,11,OPERATING_EXPENSES,OVH,Overhead,889570.81,1197,172
NS10,NovaSpace España S.A.,2025,11,OTHER,OTH,Other operating,93433.57,186,186
NS10,NovaSpace España S.A.,2025,11,REVENUE,REV,Revenue,-20844867.94,795,0
NS10,NovaSpace España S.A.,2025,12,COST_OF_SALES,MAT,Material,6436075.01,2103,137
NS10,NovaSpace España S.A.,2025,12,COST_OF_SALES,PER,Personnel,768713.19,570,210
NS10,NovaSpace España S.A.,2025,12,COST_OF_SALES,SUB,Subcontracting,10869940.36,1447,190
NS10,NovaSpace España S.A.,2025,12,OPERATING_EXPENSES,DEP,Depreciation,702670.76,347,0
NS10,NovaSpace España S.A.,2025,12,OPERATING_EXPENSES,OVH,Overhead,868024.8,1219,177
NS10,NovaSpace España S.A.,2025,12,OTHER,OTH,Other operating,74380.34,199,199
NS10,NovaSpace España S.A.,2025,12,REVENUE,REV,Revenue,-19777748.38,779,0
NS10,NovaSpace España S.A.,2025,13,COST_OF_SALES,MAT,Material,158770.85,61,61
NS10,NovaSpace España S.A.,2025,13,COST_OF_SALES,PER,Personnel,191616.36,130,130
NS10,NovaSpace España S.A.,2025,13,COST_OF_SALES,SUB,Subcontracting,810929.02,111,111
NS10,NovaSpace España S.A.,2025,13,OPERATING_EXPENSES,OVH,Overhead,99391.81,126,126
NS10,NovaSpace España S.A.,2025,13,OTHER,OTH,Other operating,80209.39,115,115
NS10,NovaSpace España S.A.,2025,14,COST_OF_SALES,MAT,Material,158165.61,58,58
NS10,NovaSpace España S.A.,2025,14,COST_OF_SALES,PER,Personnel,211816.77,129,129
NS10,NovaSpace España S.A.,2025,14,COST_OF_SALES,SUB,Subcontracting,1115906.49,134,134
NS10,NovaSpace España S.A.,2025,14,OPERATING_EXPENSES,OVH,Overhead,87291.19,112,112
