programme_id,programme_name,programme_type,company_code,fiscal_year,fiscal_period,period_date,fiscal_period_label,account_group,amount_group_currency,total_budget_eur
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,11,2023-11-01,2023-11,OVH,48226.92,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,11,2023-11-01,2023-11,PER,36325.07,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,11,2023-11-01,2023-11,SUB,532604.6,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,12,2023-12-01,2023-12,DEP,42044.32,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,12,2023-12-01,2023-12,MAT,274168.57,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,12,2023-12-01,2023-12,OTH,2182.76,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,12,2023-12-01,2023-12,OVH,53828.75,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,12,2023-12-01,2023-12,PER,57861.95,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,12,2023-12-01,2023-12,SUB,535040.52,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,13,2023-12-01,2023-12,MAT,3912.42,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,13,2023-12-01,2023-12,OTH,4732.74,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,13,2023-12-01,2023-12,OVH,12372.68,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,13,2023-12-01,2023-12,PER,11821.62,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,13,2023-12-01,2023-12,SUB,22506.19,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,14,2023-12-01,2023-12,MAT,7501.62,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,14,2023-12-01,2023-12,OTH,1885.83,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,14,2023-12-01,2023-12,OVH,5769.92,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,14,2023-12-01,2023-12,PER,8640.9,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2023,14,2023-12-01,2023-12,SUB,53501.76,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,1,2024-01-01,2024-01,DEP,37980.36,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,1,2024-01-01,2024-01,MAT,336366.87,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,1,2024-01-01,2024-01,OTH,5379.19,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,1,2024-01-01,2024-01,OVH,70669.56,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,1,2024-01-01,2024-01,PER,34048.79,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,1,2024-01-01,2024-01,SUB,679753.38,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,2,2024-02-01,2024-02,DEP,40231.46,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,2,2024-02-01,2024-02,MAT,298161.06,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,2,2024-02-01,2024-02,OTH,4326.4,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,2,2024-02-01,2024-02,OVH,71920.43,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,2,2024-02-01,2024-02,PER,30074.56,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,2,2024-02-01,2024-02,SUB,454333.2,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,3,2024-03-01,2024-03,DEP,51516.26,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,3,2024-03-01,2024-03,MAT,373768.14,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,3,2024-03-01,2024-03,OTH,3734.47,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,3,2024-03-01,2024-03,OVH,54465.89,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,3,2024-03-01,2024-03,PER,40731.32,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,3,2024-03-01,2024-03,SUB,640585.55,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,4,2024-04-01,2024-04,DEP,37975.27,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,4,2024-04-01,2024-04,MAT,369759.29,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,4,2024-04-01,2024-04,OTH,2911.79,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,4,2024-04-01,2024-04,OVH,57910.82,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,4,2024-04-01,2024-04,PER,47274.03,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,4,2024-04-01,2024-04,SUB,528108.91,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,5,2024-05-01,2024-05,DEP,36060.16,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,5,2024-05-01,2024-05,MAT,301965.18,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,5,2024-05-01,2024-05,OTH,466.93,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,5,2024-05-01,2024-05,OVH,63261.45,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,5,2024-05-01,2024-05,PER,58819.09,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,5,2024-05-01,2024-05,SUB,532222.94,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,6,2024-06-01,2024-06,DEP,19678.14,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,6,2024-06-01,2024-06,MAT,409106.09,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,6,2024-06-01,2024-06,OTH,2259.9,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,6,2024-06-01,2024-06,OVH,61212.12,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,6,2024-06-01,2024-06,PER,30665.49,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,6,2024-06-01,2024-06,SUB,572853.82,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,7,2024-07-01,2024-07,DEP,45407.14,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,7,2024-07-01,2024-07,MAT,285568.37,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,7,2024-07-01,2024-07,OTH,4716.38,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,7,2024-07-01,2024-07,OVH,67965.87,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,7,2024-07-01,2024-07,PER,51029.28,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,7,2024-07-01,2024-07,SUB,565923.46,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,8,2024-08-01,2024-08,DEP,31340.88,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,8,2024-08-01,2024-08,MAT,305372.66,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,8,2024-08-01,2024-08,OTH,4765.89,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,8,2024-08-01,2024-08,OVH,65341.76,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,8,2024-08-01,2024-08,PER,41901.44,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,8,2024-08-01,2024-08,SUB,565784.25,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,9,2024-09-01,2024-09,DEP,38395.57,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,9,2024-09-01,2024-09,MAT,349677.78,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,9,2024-09-01,2024-09,OTH,3681.39,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,9,2024-09-01,2024-09,OVH,55744.06,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,9,2024-09-01,2024-09,PER,53724.78,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,9,2024-09-01,2024-09,SUB,599234.52,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,10,2024-10-01,2024-10,DEP,42140.34,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,10,2024-10-01,2024-10,MAT,275512.92,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,10,2024-10-01,2024-10,OTH,2282.79,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,10,2024-10-01,2024-10,OVH,64286.26,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,10,2024-10-01,2024-10,PER,35194.68,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,10,2024-10-01,2024-10,SUB,526883.64,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,11,2024-11-01,2024-11,DEP,52881.26,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,11,2024-11-01,2024-11,MAT,363371.36,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,11,2024-11-01,2024-11,OTH,7920.1,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,11,2024-11-01,2024-11,OVH,54315.54,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,11,2024-11-01,2024-11,PER,54968.18,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,11,2024-11-01,2024-11,SUB,609521.19,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,12,2024-12-01,2024-12,DEP,27462.82,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,12,2024-12-01,2024-12,MAT,328568.86,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,12,2024-12-01,2024-12,OTH,8257.18,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,12,2024-12-01,2024-12,OVH,48630.46,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,12,2024-12-01,2024-12,PER,27812.8,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,12,2024-12-01,2024-12,SUB,748225.45,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,13,2024-12-01,2024-12,MAT,12928.01,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,13,2024-12-01,2024-12,OTH,7263.21,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,13,2024-12-01,2024-12,OVH,4053.72,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,13,2024-12-01,2024-12,PER,7807.39,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,13,2024-12-01,2024-12,SUB,65473.18,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,14,2024-12-01,2024-12,MAT,6835.4,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,14,2024-12-01,2024-12,OTH,4406.16,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,14,2024-12-01,2024-12,OVH,8818.83,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,14,2024-12-01,2024-12,PER,7250.23,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2024,14,2024-12-01,2024-12,SUB,81006.46,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,1,2025-01-01,2025-01,DEP,56596.72,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,1,2025-01-01,2025-01,MAT,416577.5,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,1,2025-01-01,2025-01,OTH,3327.19,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,1,2025-01-01,2025-01,OVH,77397.13,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,1,2025-01-01,2025-01,PER,54191.74,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,1,2025-01-01,2025-01,SUB,544502.93,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,2,2025-02-01,2025-02,DEP,25195.02,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,2,2025-02-01,2025-02,MAT,410064.56,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,2,2025-02-01,2025-02,OTH,4963.28,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,2,2025-02-01,2025-02,OVH,58873.4,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,2,2025-02-01,2025-02,PER,43450.67,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,2,2025-02-01,2025-02,SUB,746549.15,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,3,2025-03-01,2025-03,DEP,47828.72,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,3,2025-03-01,2025-03,MAT,370010.69,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,3,2025-03-01,2025-03,OTH,5305.27,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,3,2025-03-01,2025-03,OVH,82633.23,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,3,2025-03-01,2025-03,PER,29937.88,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,3,2025-03-01,2025-03,SUB,609036.44,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,4,2025-04-01,2025-04,DEP,55188.0,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,4,2025-04-01,2025-04,MAT,470090.55,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,4,2025-04-01,2025-04,OTH,2113.13,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,4,2025-04-01,2025-04,OVH,63311.13,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,4,2025-04-01,2025-04,PER,58662.38,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,4,2025-04-01,2025-04,SUB,724302.99,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,5,2025-05-01,2025-05,DEP,20552.44,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,5,2025-05-01,2025-05,MAT,313650.37,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,5,2025-05-01,2025-05,OTH,2061.84,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,5,2025-05-01,2025-05,OVH,67290.49,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,5,2025-05-01,2025-05,PER,50307.24,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,5,2025-05-01,2025-05,SUB,498820.52,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,6,2025-06-01,2025-06,DEP,14897.55,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,6,2025-06-01,2025-06,MAT,406133.97,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,6,2025-06-01,2025-06,OTH,3193.76,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,6,2025-06-01,2025-06,OVH,78617.96,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,6,2025-06-01,2025-06,PER,51854.48,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,6,2025-06-01,2025-06,SUB,539323.58,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,7,2025-07-01,2025-07,DEP,44974.05,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,7,2025-07-01,2025-07,MAT,481180.23,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,7,2025-07-01,2025-07,OTH,5353.64,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,7,2025-07-01,2025-07,OVH,70880.22,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,7,2025-07-01,2025-07,PER,58302.23,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,7,2025-07-01,2025-07,SUB,868409.01,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,8,2025-08-01,2025-08,DEP,28988.04,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,8,2025-08-01,2025-08,MAT,438993.8,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,8,2025-08-01,2025-08,OTH,4952.36,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,8,2025-08-01,2025-08,OVH,97118.18,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,8,2025-08-01,2025-08,PER,64973.45,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,8,2025-08-01,2025-08,SUB,849840.85,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,9,2025-09-01,2025-09,DEP,42858.97,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,9,2025-09-01,2025-09,MAT,363798.17,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,9,2025-09-01,2025-09,OTH,7348.41,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,9,2025-09-01,2025-09,OVH,75326.78,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,9,2025-09-01,2025-09,PER,31123.32,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,9,2025-09-01,2025-09,SUB,494758.07,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,10,2025-10-01,2025-10,DEP,13767.84,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,10,2025-10-01,2025-10,MAT,390519.55,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,10,2025-10-01,2025-10,OTH,2115.7,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,10,2025-10-01,2025-10,OVH,58646.63,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,10,2025-10-01,2025-10,PER,53011.73,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,10,2025-10-01,2025-10,SUB,586255.39,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,11,2025-11-01,2025-11,DEP,33536.24,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,11,2025-11-01,2025-11,MAT,309976.31,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,11,2025-11-01,2025-11,OTH,7313.45,406709949.22
PRG-AURORA,Aurora Deep-Space Relay,SATELLITE,NS10,2025,11,2025-11-01,2025-11,OVH,58472.02,406709949.22
