company_code,programme_id,account_group,fiscal_year,fiscal_period,period_date,fiscal_period_label,version,amount_group_currency
NS10,(none),PER,2025,10,2025-10-01,2025-10,ACTUAL,166766.63
NS10,(none),PER,2025,11,2025-11-01,2025-11,ACTUAL,215056.2
NS10,(none),PER,2025,12,2025-12-01,2025-12,ACTUAL,216127.43
NS10,(none),PER,2026,1,2026-01-01,2026-01,ACTUAL,200093.08
NS10,(none),PER,2026,2,2026-02-01,2026-02,ACTUAL,212760.1
NS10,(none),PER,2026,3,2026-03-01,2026-03,ACTUAL,245348.63
NS10,(none),PER,2026,4,2026-04-01,2026-04,ACTUAL,262442.73
NS10,(none),PER,2026,5,2026-05-01,2026-05,ACTUAL,207988.58000000002
NS10,(none),PER,2026,6,2026-06-01,2026-06,ACTUAL,194180.64
NS10,(none),REV,2023,1,2023-01-01,2023-01,ACTUAL,-17327620.18
NS10,(none),REV,2023,2,2023-02-01,2023-02,ACTUAL,-15774049.32
NS10,(none),REV,2023,3,2023-03-01,2023-03,ACTUAL,-20301410.35
NS10,(none),REV,2023,4,2023-04-01,2023-04,ACTUAL,-17425330.39
NS10,(none),REV,2023,5,2023-05-01,2023-05,ACTUAL,-19859817.33
NS10,(none),REV,2023,6,2023-06-01,2023-06,ACTUAL,-18126116.4
NS10,(none),REV,2023,7,2023-07-01,2023-07,ACTUAL,-19945962.79
NS10,(none),REV,2023,8,2023-08-01,2023-08,ACTUAL,-18089353.05
NS10,(none),REV,2023,9,2023-09-01,2023-09,ACTUAL,-20297418.05
NS10,(none),REV,2023,10,2023-10-01,2023-10,ACTUAL,-19304100.17
NS10,(none),REV,2023,11,2023-11-01,2023-11,ACTUAL,-16015302.94
NS10,(none),REV,2023,12,2023-12-01,2023-12,ACTUAL,-18841018.5
NS10,(none),REV,2024,1,2024-01-01,2024-01,ACTUAL,-19755185.13
NS10,(none),REV,2024,2,2024-02-01,2024-02,ACTUAL,-18007255.66
NS10,(none),REV,2024,3,2024-03-01,2024-03,ACTUAL,-17021579.06
NS10,(none),REV,2024,4,2024-04-01,2024-04,ACTUAL,-20923540.79
NS10,(none),REV,2024,5,2024-05-01,2024-05,ACTUAL,-20883633.51
NS10,(none),REV,2024,6,2024-06-01,2024-06,ACTUAL,-17003100.98
NS10,(none),REV,2024,7,2024-07-01,2024-07,ACTUAL,-19074718.35
NS10,(none),REV,2024,8,2024-08-01,2024-08,ACTUAL,-21391223.28
NS10,(none),REV,2024,9,2024-09-01,2024-09,ACTUAL,-16978849.7
NS10,(none),REV,2024,10,2024-10-01,2024-10,ACTUAL,-17694756.68
NS10,(none),REV,2024,11,2024-11-01,2024-11,ACTUAL,-20758456.01
NS10,(none),REV,2024,12,2024-12-01,2024-12,ACTUAL,-18186384.79
NS10,(none),REV,2025,1,2025-01-01,2025-01,ACTUAL,-19590562.59
NS10,(none),REV,2025,2,2025-02-01,2025-02,ACTUAL,-21672266.16
NS10,(none),REV,2025,3,2025-03-01,2025-03,ACTUAL,-20951779.83
NS10,(none),REV,2025,4,2025-04-01,2025-04,ACTUAL,-21672016.07
NS10,(none),REV,2025,5,2025-05-01,2025-05,ACTUAL,-19048945.06
NS10,(none),REV,2025,6,2025-06-01,2025-06,ACTUAL,-17978032.3
NS10,(none),REV,2025,7,2025-07-01,2025-07,ACTUAL,-16603076.43
NS10,(none),REV,2025,8,2025-08-01,2025-08,ACTUAL,-21558122.93
NS10,(none),REV,2025,9,2025-09-01,2025-09,ACTUAL,-18834319.13
NS10,(none),REV,2025,10,2025-10-01,2025-10,ACTUAL,-19686273.32
NS10,(none),REV,2025,11,2025-11-01,2025-11,ACTUAL,-20844867.94
NS10,(none),REV,2025,12,2025-12-01,2025-12,ACTUAL,-19777748.38
NS10,(none),REV,2026,1,2026-01-01,2026-01,ACTUAL,-18383071.39
NS10,(none),REV,2026,2,2026-02-01,2026-02,ACTUAL,-18888996.05
NS10,(none),REV,2026,3,2026-03-01,2026-03,ACTUAL,-20870836.29
NS10,(none),REV,2026,4,2026-04-01,2026-04,ACTUAL,-21753600.53
NS10,(none),REV,2026,5,2026-05-01,2026-05,ACTUAL,-22630052.75
NS10,(none),REV,2026,6,2026-06-01,2026-06,ACTUAL,-17436546.09
NS10,(none),SUB,2023,1,2023-01-01,2023-01,ACTUAL,5475819.11
NS10,(none),SUB,2023,2,2023-02-01,2023-02,ACTUAL,5290658.06
NS10,(none),SUB,2023,3,2023-03-01,2023-03,ACTUAL,6655966.6
NS10,(none),SUB,2023,4,2023-04-01,2023-04,ACTUAL,4273607.46
NS10,(none),SUB,2023,5,2023-05-01,2023-05,ACTUAL,4834666.44
NS10,(none),SUB,2023,6,2023-06-01,2023-06,ACTUAL,4611689.84
NS10,(none),SUB,2023,7,2023-07-01,2023-07,ACTUAL,5539258.86
NS10,(none),SUB,2023,8,2023-08-01,2023-08,ACTUAL,4972834.29
NS10,(none),SUB,2023,9,2023-09-01,2023-09,ACTUAL,4889965.54
NS10,(none),SUB,2023,10,2023-10-01,2023-10,ACTUAL,4853885.23
NS10,(none),SUB,2023,11,2023-11-01,2023-11,ACTUAL,4629646.8
NS10,(none),SUB,2023,12,2023-12-01,2023-12,ACTUAL,4706249.45
NS10,(none),SUB,2024,1,2024-01-01,2024-01,ACTUAL,3882690.68
NS10,(none),SUB,2024,2,2024-02-01,2024-02,ACTUAL,3860415.36
NS10,(none),SUB,2024,3,2024-03-01,2024-03,ACTUAL,3640339.24
NS10,(none),SUB,2024,4,2024-04-01,2024-04,ACTUAL,3773768.16
NS10,(none),SUB,2024,5,2024-05-01,2024-05,ACTUAL,4508037.18
NS10,(none),SUB,2024,6,2024-06-01,2024-06,ACTUAL,4079328.27
NS10,(none),SUB,2024,7,2024-07-01,2024-07,ACTUAL,3601865.56
NS10,(none),SUB,2024,8,2024-08-01,2024-08,ACTUAL,3974160.2
NS10,(none),SUB,2024,9,2024-09-01,2024-09,ACTUAL,3390323.52
NS10,(none),SUB,2024,10,2024-10-01,2024-10,ACTUAL,3417700.88
NS10,(none),SUB,2024,11,2024-11-01,2024-11,ACTUAL,3793803.06
NS10,(none),SUB,2024,12,2024-12-01,2024-12,ACTUAL,3225431.4
NS10,(none),SUB,2025,1,2025-01-01,2025-01,ACTUAL,3350918.5
NS10,(none),SUB,2025,2,2025-02-01,2025-02,ACTUAL,3202697.93
NS10,(none),SUB,2025,3,2025-03-01,2025-03,ACTUAL,2798937.02
NS10,(none),SUB,2025,4,2025-04-01,2025-04,ACTUAL,3333837.34
NS10,(none),SUB,2025,5,2025-05-01,2025-05,ACTUAL,3072646.56
NS10,(none),SUB,2025,6,2025-06-01,2025-06,ACTUAL,2716821.71
NS10,(none),SUB,2025,7,2025-07-01,2025-07,ACTUAL,3089965.39
NS10,(none),SUB,2025,8,2025-08-01,2025-08,ACTUAL,3470269.61
NS10,(none),SUB,2025,9,2025-09-01,2025-09,ACTUAL,2956885.15
NS10,(none),SUB,2025,10,2025-10-01,2025-10,ACTUAL,2635798.66
NS10,(none),SUB,2025,11,2025-11-01,2025-11,ACTUAL,3195511.94
NS10,(none),SUB,2025,12,2025-12-01,2025-12,ACTUAL,3018969.4
NS10,(none),SUB,2026,1,2026-01-01,2026-01,ACTUAL,3126034.58
NS10,(none),SUB,2026,2,2026-02-01,2026-02,ACTUAL,2630576.65
NS10,(none),SUB,2026,3,2026-03-01,2026-03,ACTUAL,2783629.12
NS10,(none),SUB,2026,4,2026-04-01,2026-04,ACTUAL,3345889.07
NS10,(none),SUB,2026,5,2026-05-01,2026-05,ACTUAL,3076344.78
NS10,(none),SUB,2026,6,2026-06-01,2026-06,ACTUAL,2696598.12
NS10,PRG-AURORA,DEP,2023,4,2023-04-01,2023-04,ACTUAL,30758.81
NS10,PRG-AURORA,DEP,2023,5,2023-05-01,2023-05,ACTUAL,33452.68
NS10,PRG-AURORA,DEP,2023,6,2023-06-01,2023-06,ACTUAL,41877.47
NS10,PRG-AURORA,DEP,2023,7,2023-07-01,2023-07,ACTUAL,37137.73
NS10,PRG-AURORA,DEP,2023,8,2023-08-01,2023-08,ACTUAL,36124.840000000004
NS10,PRG-AURORA,DEP,2023,9,2023-09-01,2023-09,ACTUAL,46695.08
NS10,PRG-AURORA,DEP,2023,10,2023-10-01,2023-10,ACTUAL,33898.29
NS10,PRG-AURORA,DEP,2023,11,2023-11-01,2023-11,ACTUAL,11160.45
NS10,PRG-AURORA,DEP,2023,12,2023-12-01,2023-12,ACTUAL,42044.32
NS10,PRG-AURORA,DEP,2024,1,2024-01-01,2024-01,ACTUAL,37980.36
NS10,PRG-AURORA,DEP,2024,2,2024-02-01,2024-02,ACTUAL,40231.46
NS10,PRG-AURORA,DEP,2024,3,2024-03-01,2024-03,ACTUAL,51516.26
NS10,PRG-AURORA,DEP,2024,4,2024-04-01,2024-04,ACTUAL,37975.27
NS10,PRG-AURORA,DEP,2024,5,2024-05-01,2024-05,ACTUAL,36060.16
NS10,PRG-AURORA,DEP,2024,6,2024-06-01,2024-06,ACTUAL,19678.14
NS10,PRG-AURORA,DEP,2024,7,2024-07-01,2024-07,ACTUAL,45407.14
NS10,PRG-AURORA,DEP,2024,8,2024-08-01,2024-08,ACTUAL,31340.88
NS10,PRG-AURORA,DEP,2024,9,2024-09-01,2024-09,ACTUAL,38395.57
NS10,PRG-AURORA,DEP,2024,10,2024-10-01,2024-10,ACTUAL,42140.34
NS10,PRG-AURORA,DEP,2024,11,2024-11-01,2024-11,ACTUAL,52881.26
NS10,PRG-AURORA,DEP,2024,12,2024-12-01,2024-12,ACTUAL,27462.82
NS10,PRG-AURORA,DEP,2025,1,2025-01-01,2025-01,ACTUAL,56596.72
NS10,PRG-AURORA,DEP,2025,2,2025-02-01,2025-02,ACTUAL,25195.02
NS10,PRG-AURORA,DEP,2025,3,2025-03-01,2025-03,ACTUAL,47828.72
NS10,PRG-AURORA,DEP,2025,4,2025-04-01,2025-04,ACTUAL,55188.0
NS10,PRG-AURORA,DEP,2025,5,2025-05-01,2025-05,ACTUAL,20552.44
NS10,PRG-AURORA,DEP,2025,6,2025-06-01,2025-06,ACTUAL,14897.55
NS10,PRG-AURORA,DEP,2025,7,2025-07-01,2025-07,ACTUAL,44974.05
NS10,PRG-AURORA,DEP,2025,8,2025-08-01,2025-08,ACTUAL,28988.04
NS10,PRG-AURORA,DEP,2025,9,2025-09-01,2025-09,ACTUAL,42858.97
NS10,PRG-AURORA,DEP,2025,10,2025-10-01,2025-10,ACTUAL,13767.84
NS10,PRG-AURORA,DEP,2025,11,2025-11-01,2025-11,ACTUAL,33536.24
NS10,PRG-AURORA,DEP,2025,12,2025-12-01,2025-12,ACTUAL,39434.07
NS10,PRG-AURORA,DEP,2026,1,2026-01-01,2026-01,ACTUAL,35797.63
NS10,PRG-AURORA,DEP,2026,2,2026-02-01,2026-02,ACTUAL,28250.6
NS10,PRG-AURORA,DEP,2026,3,2026-03-01,2026-03,ACTUAL,43915.19
NS10,PRG-AURORA,DEP,2026,4,2026-04-01,2026-04,ACTUAL,45950.34
NS10,PRG-AURORA,DEP,2026,5,2026-05-01,2026-05,ACTUAL,48604.55
NS10,PRG-AURORA,DEP,2026,6,2026-06-01,2026-06,ACTUAL,35673.82
NS10,PRG-AURORA,MAT,2023,4,2023-04-01,2023-04,ACTUAL,301789.75
NS10,PRG-AURORA,MAT,2023,5,2023-05-01,2023-05,ACTUAL,354750.22000000003
NS10,PRG-AURORA,MAT,2023,6,2023-06-01,2023-06,ACTUAL,370467.08
NS10,PRG-AURORA,MAT,2023,7,2023-07-01,2023-07,ACTUAL,441454.86
